SK_ID_CURR,TARGET
100001,4.896866187408971e-12
100005,0.0017078085531094338
100013,2.0657156677734717e-06
100028,0.000690338814374751
100038,0.00042998344413297393
100042,5.656109056192319e-10
100057,2.1667465782456448e-06
100065,3.2719818135919796e-07
100066,7.750989891338268e-10
100067,3.4960851469406017e-06
100074,0.00016826225371766135
100090,0.0013633143875457323
100091,7.366202245856756e-05
100092,4.4025442072694816e-05
100106,1.251205720054229e-07
100107,6.143030754088434e-16
100109,0.00021348947027603144
100117,0.0004261017442966392
100128,4.654788807681871e-05
100141,1.4487234820522114e-06
100150,6.675861750076956e-06
100168,2.5132398988328756e-10
100169,2.517024472112825e-07
100170,0.00036749670615927426
100171,1.8029533973395343e-05
100172,1.7285388787358935e-11
100184,8.816495640657646e-07
100187,5.758324016379086e-06
100212,5.9017863543674125e-08
100222,2.937452185814317e-06
100223,2.537330298865507e-16
100232,7.734914222552106e-10
100241,0.12208239184035358
100245,3.019917537774603e-11
100253,2.5773548017045158e-06
100256,3.702690445199838e-08
100271,2.6461005786274407e-07
100278,1.3674479724044666e-07
100280,0.0015457633757534567
100306,6.9436910738326475e-09
100311,0.0011409553885008928
100312,1.1117787990307076e-13
100330,0.0011028205660902027
100331,1.7993377662638467e-12
100352,4.095893682278226e-05
100358,0.20656684043854706
100367,2.5652024585185916e-13
100382,1.4722957487099665e-16
100384,0.0005882976576410818
100385,0.0061480879317375925
100386,3.246573463224671e-18
100399,9.989880021276442e-07
100404,7.736019783653776e-07
100416,8.642421062848774e-06
100422,1.186184627983883e-09
100426,3.2897877141540404e-05
100438,2.828004375712594e-09
100444,0.0015365612226248015
100445,3.0766044889579564e-08
100446,9.058645472693658e-05
100447,3.524906662251129e-08
100450,7.92539158454437e-05
100466,6.2016077556082216e-18
100483,1.0288084059493995e-06
100484,2.5866129615526437e-11
100494,3.9390336564408815e-06
100510,0.0007209839045846147
100512,4.191473676306608e-07
100517,6.776099216014617e-12
100548,5.084603024982532e-16
100551,2.9236014776458305e-05
100552,0.03012235275817506
100553,0.001020118410786234
100561,2.3379085760011994e-05
100568,1.055432351793533e-06
100569,0.002849891867297594
100591,9.875109037680767e-05
100592,0.006859899408041414
100602,5.894470319196158e-06
100607,4.750321556859166e-09
100613,2.4858448692366436e-05
100617,6.71639679822053e-08
100618,0.003023392253821835
100622,9.456534925391221e-05
100625,1.4188782784135334e-05
100677,2.7456501077188705e-08
100699,0.0001691347563091233
100702,0.0013907764468465394
100711,1.496785529827461e-10
100729,0.5206716763972529
100740,0.0015006041402779546
100744,0.0003723814935154118
100745,0.09533181979690182
100747,6.363720338486654e-08
100751,0.14300004589314608
100752,1.4412391568098666e-08
