SK_ID_CURR,TARGET
100001,0.08348314165827754
100005,0.28408644162053426
100013,0.08612589110012321
100028,0.080508658008658
100038,0.15473676740994236
100042,0.12080081200264874
100057,0.05345471402678052
100065,0.1865078972414314
100066,0.06488695791102851
100067,0.2468801589263473
100074,0.15889381232355107
100090,0.25680453839017825
100091,0.2225276126857067
100092,0.23375140085630863
100106,0.06798434106317888
100107,0.2843673812526271
100109,0.12591164832434656
100117,0.18331842057581377
100128,0.16104724643035057
100141,0.21882624214842558
100150,0.005543977792976746
100168,0.10159385892243723
100169,0.14
100170,0.11454872783057476
100171,0.13780184289116698
100172,0.14002775362734468
100184,0.16704113805825238
100187,0.16117518739027709
100212,0.1327841656018791
100222,0.20286356015958312
100223,0.06567098465098171
100232,0.1270664320712885
100241,0.23375682711741774
100245,0.06323918904137739
100253,0.20263763221509698
100256,0.28588390689359733
100271,0.21176204769167142
100278,0.19928571428571432
100280,0.1475422402138118
100306,0.2825599932025055
100311,0.16080580586566617
100312,0.20257142857142857
100330,0.2433428303492155
100331,0.144693955279494
100352,0.1479553743470969
100358,0.0697618306224358
100367,0.1485203228506909
100382,0.23140469764099506
100384,0.18877436570975878
100385,0.13947097605537334
100386,0.22422055514510078
100399,0.0807193515704154
100404,0.2614145290309178
100416,0.08957494741224252
100422,0.2460977104137505
100426,0.19128340930167592
100438,0.12670323056968724
100444,0.17554537622820374
100445,0.13849000287716784
100446,0.17308976204166515
100447,0.16532560686844996
100450,0.1961528853294712
100466,0.12669383897076922
100483,0.07440922144126066
100484,0.18886015831134564
100494,0.16103002538130898
100510,0.17078639752086183
100512,0.12354005037606892
100517,0.06790963132087481
100548,0.1625312953248507
100551,0.06923335143390623
100552,0.18144477191340902
100553,0.1607936507936508
100561,0.2819084507042254
100568,0.4113120213120213
100569,0.18529213156696803
100591,0.13886186934402364
100592,0.0609898372762096
100602,0.0984372266857148
100607,0.19603510000482835
100613,0.1839375327120841
100617,0.14235941361302643
100618,0.1577093239631768
100622,0.3392711829720879
100625,0.14840982319378054
100677,0.3092799402885654
100699,0.1609708737864078
100702,0.34621621621621623
100711,0.1255615853664679
100729,0.31283738237192904
100740,0.1682496259895871
100744,0.2739915165173177
100745,0.09743748983383221
100747,0.1619888877973169
100751,0.26
100752,0.128431941102479
100753,0.28363638334652164
100754,0.18361497326203208
100760,0.21772667576223237
100762,0.20876522425272973
100763,0.22415352523230797
100765,0.04533113150684777
100770,0.12494357165279002
100772,0.10821791893990772
100777,0.14499955602404818
100791,0.10662500669791215
100792,0.1754859813084112
100797,0.0728432366084857
100823,0.12317676835169346
100826,0.11725195922454516
100830,0.06238535889474397
100836,0.3224272727283724
100872,0.10156930788509735
100910,0.12609872200219568
100913,0.26
100918,0.16536674816625918
100931,0.08
100952,0.0621956880962832
100953,0.1795103954807178
100965,0.25006754538203735
100970,0.03786878424896151
100982,0.15986022163786334
100983,0.3211239964317574
100984,0.1009313463851349
100987,0.21297575707393443
100997,0.11523333255989261
100998,0.13545473002054348
101002,0.13270599289999738
101005,0.3055640679397023
101008,0.24987616637071242
101020,0.05383217140296745
