SK_ID_CURR,TARGET
100001,0.37023160918749687
100005,0.355678316419068
100013,0.30318699381639047
100028,0.20710910694315818
100038,0.2550404489647711
100042,0.24120123784041322
100057,0.3377691717902233
100065,0.2535883668188588
100066,0.2450507878257778
100067,0.23533572870845365
100074,0.3604754731325601
100090,0.28582929244194516
100091,0.25319327454572355
100092,0.31591819513575076
100106,0.26381484910311187
100107,0.2981543098236501
100109,0.2843265331493244
100117,0.38501111822428324
100128,0.2653546249661125
100141,0.32595085071577307
100150,0.24758759503465433
100168,0.2582693156020441
100169,0.3474416304546481
100170,0.26158358246207364
100171,0.24482264767090123
100172,0.3250169969416501
100184,0.37640892744688964
100187,0.3206953272548843
100212,0.26075080120675215
100222,0.27004681245993106
100223,0.27663243786051606
100232,0.322762673692697
100241,0.3477296092062012
100245,0.25740013051055244
100253,0.28692634444473936
100256,0.285953449514
100271,0.27927717579909245
100278,0.3064464883375351
100280,0.24667193500094597
100306,0.29086320370247015
100311,0.2957261184164932
100312,0.39600959469862973
100330,0.26805653625789566
100331,0.3424236417854833
100352,0.32405114678117
100358,0.3192885312624653
100367,0.3053677191575657
100382,0.304938368529485
100384,0.3183319450382632
100385,0.2234445821250409
100386,0.3082329201581829
100399,0.23362062043789256
100404,0.3103095382591286
100416,0.33516376612761123
100422,0.33817184304169245
100426,0.2371456692362317
100438,0.29088562533926177
100444,0.2572592179519366
100445,0.3116093913052805
100446,0.3021092506058433
100447,0.37569601691270044
100450,0.392778215736498
100466,0.2959388945199944
100483,0.2499899377923072
100484,0.32338465394322724
100494,0.24641558560013677
100510,0.23076869122338417
100512,0.39780610426275764
100517,0.24056638676129993
100548,0.38213161517798166
100551,0.42265435266242574
100552,0.23005222403911751
100553,0.23173316551308418
100561,0.22933167190216827
100568,0.3074145874797503
100569,0.2318653175265102
100591,0.31819525355652734
100592,0.3870415525955255
100602,0.28740051053577503
100607,0.3134824473630402
100613,0.40763483932958966
100617,0.30572581344349475
100618,0.291826398823198
100622,0.27884120692349473
100625,0.29147248107983414
100677,0.2678774519331795
100699,0.2449590005416642
100702,0.26616412225923786
100711,0.2717165278064739
100729,0.2812394954540738
100740,0.335794190096063
100744,0.3228955941847102
100745,0.23848405454334223
100747,0.18181981966113533
100751,0.26393898873628285
100752,0.3144479031619148
100753,0.29976661556038997
100754,0.3170623206063133
100760,0.315677172311469
100762,0.29043872880889704
100763,0.3207851441766068
100765,0.30578715113587934
100770,0.23778648885941367
100772,0.22591194587602614
100777,0.24264007382062044
100791,0.26848508851648667
100792,0.30414033700877957
100797,0.28197388348035607
100823,0.2595561953563513
100826,0.2808332961113656
100830,0.3694608566629123
